,date,number,site,src,team
418,210421,2,https://sports.daum.net/game/80045435/highlight/vod:418465605,https://vsl.play.daum.net/vod/rvi0z9bwb8v94cb2cg090s6pv/mp4/mp4/rvi0z9bwb8v94cb2cg090s6pv_mp4_1920_1080_4M_T1.mp4?e=1627028879&rs=15188&ri=16195&h=fa6287fb65340f816c85a6d8fef09ffe,HTLG
419,210421,1,https://sports.daum.net/game/80045435/highlight/vod:418463835,https://vsu.play.daum.net/vod/rv0g6y53zyk2ysgv6lg5tkaa2/mp4/mp4/rv0g6y53zyk2ysgv6lg5tkaa2_mp4_1920_1080_4M_T1.mp4?px-time=1627028882&px-bps=15463317&px-bufahead=11&px-hash=626d3b5cc8ad6cc9277b3398fddac028,HTLG
420,210421,4,https://sports.daum.net/game/80045435/highlight/vod:418468125,https://vsl.play.daum.net/vod/rvcohz28fbtp32vgtafeuydvj/mp4/mp4/rvcohz28fbtp32vgtafeuydvj_mp4_1920_1080_4M_T1.mp4?e=1627028886&rs=15379&ri=1920&h=938986e2f92e222007f50c7d2d66a3af,KTNC
421,210421,3,https://sports.daum.net/game/80045435/highlight/vod:418467530,https://vsu.play.daum.net/vod/rvilqj0kh8lbdlm3sjxm9jqvy/mp4/mp4/rvilqj0kh8lbdlm3sjxm9jqvy_mp4_1920_1080_4M_T1.mp4?px-time=1627028889&px-bps=15505817&px-bufahead=11&px-hash=7b2b4ad5d3d4ba43eea9c4fa80489a83,KTNC
422,210421,2,https://sports.daum.net/game/80045435/highlight/vod:418465618,https://vsu.play.daum.net/vod/rv70ttrc8mmshjnx5vxcana9a/mp4/mp4/rv70ttrc8mmshjnx5vxcana9a_mp4_1920_1080_4M_T1.mp4?px-time=1627028892&px-bps=15470402&px-bufahead=11&px-hash=b69bac3709f74b9fa01f5687ea5a2634,KTNC
423,210421,1,https://sports.daum.net/game/80045435/highlight/vod:418464071,https://vsl.play.daum.net/vod/rv00mywict0jo5d0cn8aqjebw/mp4/mp4/rv00mywict0jo5d0cn8aqjebw_mp4_1920_1080_4M_T1.mp4?e=1627028896&rs=15163&ri=16200&h=d9800525af657acfa9702c426ace8041,KTNC
424,210421,4,https://sports.daum.net/game/80045435/highlight/vod:418469414,https://vsl.play.daum.net/vod/rvqj48x8y1vnoo66oergplwai/mp4/mp4/rvqj48x8y1vnoo66oergplwai_mp4_1920_1080_4M_T1.mp4?e=1627028899&rs=15179&ri=15462&h=a1b781c6b04f1795e4fdc37d7810f5c2,OBLT
425,210421,3,https://sports.daum.net/game/80045435/highlight/vod:418467328,https://vsl.play.daum.net/vod/rvwok1b1ii1aij0fwql12dtv4/mp4/mp4/rvwok1b1ii1aij0fwql12dtv4_mp4_1920_1080_4M_T1.mp4?e=1627028903&rs=15150&ri=16195&h=8af7c5ec72cc688c0567b9a39bc4ffc3,OBLT
426,210421,2,https://sports.daum.net/game/80045435/highlight/vod:418465396,https://vsl.play.daum.net/vod/rvygvz4whi7plepvrgcj82gqf/mp4/mp4/rvygvz4whi7plepvrgcj82gqf_mp4_1920_1080_4M_T1.mp4?e=1627028906&rs=15157&ri=16195&h=79bedb14b647eae810add809044fa217,OBLT
427,210421,1,https://sports.daum.net/game/80045435/highlight/vod:418463710,https://vsu.play.daum.net/vod/rvm8ebkqnxne9tvyh47q5og6w/mp4/mp4/rvm8ebkqnxne9tvyh47q5og6w_mp4_1920_1080_4M_T1.mp4?px-time=1627028909&px-bps=15485634&px-bufahead=11&px-hash=f3d0e894a69138527275a9107e42a114,OBLT
428,210421,4,https://sports.daum.net/game/80045435/highlight/vod:418468897,https://vsu.play.daum.net/vod/rv9v6pof2ce12az8bwu7bngw6/mp4/mp4/rv9v6pof2ce12az8bwu7bngw6_mp4_1920_1080_4M_T1.mp4?px-time=1627028912&px-bps=15573185&px-bufahead=10&px-hash=88919315fedefab85f3930c409a346bf,SKSS
429,210421,3,https://sports.daum.net/game/80045435/highlight/vod:418467381,https://vsu.play.daum.net/vod/rv55bek0fovqmyn3n5wtmqy51/mp4/mp4/rv55bek0fovqmyn3n5wtmqy51_mp4_1920_1080_4M_T1.mp4?px-time=1627028915&px-bps=15504730&px-bufahead=11&px-hash=41deaf58242d8553c9af3eeccc458b26,SKSS
430,210421,2,https://sports.daum.net/game/80045435/highlight/vod:418465488,https://vsu.play.daum.net/vod/rvdxpnjbucfu3pipahuld9vfs/mp4/mp4/rvdxpnjbucfu3pipahuld9vfs_mp4_1920_1080_4M_T1.mp4?px-time=1627028919&px-bps=15509281&px-bufahead=11&px-hash=c6a7127ca15a9cb31811b1f60a243222,SKSS
431,210421,1,https://sports.daum.net/game/80045435/highlight/vod:418463792,https://vsl.play.daum.net/vod/rv4ftke3825rzdx434ai5gukc/mp4/mp4/rv4ftke3825rzdx434ai5gukc_mp4_1920_1080_4M_T1.mp4?e=1627028922&rs=15175&ri=16195&h=68e8ebb83648cb5a24b6421e7a85114f,SKSS
432,210421,4,https://sports.daum.net/game/80045435/highlight/vod:418469335,https://vsu.play.daum.net/vod/rvdtty2n7doui153es0oxzbe7/mp4/mp4/rvdtty2n7doui153es0oxzbe7_mp4_1920_1080_4M_T1.mp4?px-time=1627028925&px-bps=15527261&px-bufahead=10&px-hash=da0947c07eaf24b593b12f6543d30b05,WOHH
433,210421,3,https://sports.daum.net/game/80045435/highlight/vod:418467512,https://vsl.play.daum.net/vod/rvjs8wn4q0v6asras2d8yhxzd/mp4/mp4/rvjs8wn4q0v6asras2d8yhxzd_mp4_1920_1080_4M_T1.mp4?e=1627028929&rs=15172&ri=16200&h=7f9d08f703bf31e78e5e04ac02b72593,WOHH
434,210421,2,https://sports.daum.net/game/80045435/highlight/vod:418465638,https://vsl.play.daum.net/vod/rv9fm8h1wqc4s1hjrhyhu5nod/mp4/mp4/rv9fm8h1wqc4s1hjrhyhu5nod_mp4_1920_1080_4M_T1.mp4?e=1627028932&rs=15116&ri=16200&h=a4155fb1099ea926bf3663e8569b36d5,WOHH
435,210421,1,https://sports.daum.net/game/80045435/highlight/vod:418463852,https://vsl.play.daum.net/vod/rvut4kzhk6dzuvrafidqkpwmp/mp4/mp4/rvut4kzhk6dzuvrafidqkpwmp_mp4_1920_1080_4M_T1.mp4?e=1627028935&rs=15162&ri=16195&h=c247ae3d3e41225213e1a47ea09945ee,WOHH
436,210422,5,https://sports.daum.net/game/80045435/highlight/vod:418497898,https://vsu.play.daum.net/vod/rvmqqljb85d8k61scraoabydy/mp4/mp4/rvmqqljb85d8k61scraoabydy_mp4_1920_1080_4M_T1.mp4?px-time=1627028939&px-bps=15498994&px-bufahead=10&px-hash=36ab4a97ee52caf172d50577d351fae8,HTLG
437,210422,4,https://sports.daum.net/game/80045435/highlight/vod:418497282,https://vsu.play.daum.net/vod/rvjmhcnpb4lwofs1da4ylrrjt/mp4/mp4/rvjmhcnpb4lwofs1da4ylrrjt_mp4_1920_1080_4M_T1.mp4?px-time=1627028942&px-bps=15588755&px-bufahead=11&px-hash=7512e9ff2029ae5b4a4707e244625308,HTLG
438,210422,3,https://sports.daum.net/game/80045435/highlight/vod:418495358,https://vsl.play.daum.net/vod/rvkfndbeikvduh14m0trg240w/mp4/mp4/rvkfndbeikvduh14m0trg240w_mp4_1920_1080_4M_T1.mp4?e=1627028945&rs=15129&ri=16195&h=41133a4bcd73479afd984a049b836d8f,HTLG
439,210422,2,https://sports.daum.net/game/80045435/highlight/vod:418493798,https://vsu.play.daum.net/vod/rvq47noxlaodbog94m5virl8a/mp4/mp4/rvq47noxlaodbog94m5virl8a_mp4_1920_1080_4M_T1.mp4?px-time=1627028948&px-bps=15516471&px-bufahead=11&px-hash=998507e163b4505a8f7e8da8a1f5a533,HTLG
440,210422,1,https://sports.daum.net/game/80045435/highlight/vod:418492036,https://vsl.play.daum.net/vod/rvch23ht803y4nlmy3n972pqx/mp4/mp4/rvch23ht803y4nlmy3n972pqx_mp4_1920_1080_4M_T1.mp4?e=1627028952&rs=15155&ri=16200&h=4742b7cb791aec4354237cdef869d957,HTLG
441,210422,4,https://sports.daum.net/game/80045435/highlight/vod:418495906,https://vsl.play.daum.net/vod/rvodf1fnb7mkqcht51m0f50ju/mp4/mp4/rvodf1fnb7mkqcht51m0f50ju_mp4_1920_1080_4M_T1.mp4?e=1627028955&rs=15326&ri=2827&h=e686fe5ad9fea1bf4f531f4f7071acf7,KTNC
442,210422,3,https://sports.daum.net/game/80045435/highlight/vod:418495398,https://vsl.play.daum.net/vod/rv2nk1fgm4i0d2jk8g15n3yje/mp4/mp4/rv2nk1fgm4i0d2jk8g15n3yje_mp4_1920_1080_4M_T1.mp4?e=1627028958&rs=15118&ri=16200&h=debf10d4aa2da62e48b4dc3b7948ae08,KTNC
443,210422,2,https://sports.daum.net/game/80045435/highlight/vod:418493811,https://vsu.play.daum.net/vod/rvke51kko4xwoedj2p42tj012/mp4/mp4/rvke51kko4xwoedj2p42tj012_mp4_1920_1080_4M_T1.mp4?px-time=1627028962&px-bps=15502197&px-bufahead=11&px-hash=4e5eb41c5cd7182ccf4c97240434f91e,KTNC
444,210422,1,https://sports.daum.net/game/80045435/highlight/vod:418492633,https://vsu.play.daum.net/vod/rv52vf4enzmzrupgzzdbgu03v/mp4/mp4/rv52vf4enzmzrupgzzdbgu03v_mp4_1920_1080_4M_T1.mp4?px-time=1627028965&px-bps=15529040&px-bufahead=11&px-hash=a2a56acf0ffde0350aaa5e13db90c4b3,KTNC
445,210422,4,https://sports.daum.net/game/80045435/highlight/vod:418495723,https://vsu.play.daum.net/vod/rvnho1nh06ifpvw6icgbt52u5/mp4/mp4/rvnho1nh06ifpvw6icgbt52u5_mp4_1920_1080_4M_T1.mp4?px-time=1627028968&px-bps=15607943&px-bufahead=10&px-hash=f3ced7edf9f068123f5006f70d44902d,OBLT
446,210422,3,https://sports.daum.net/game/80045435/highlight/vod:418495217,https://vsl.play.daum.net/vod/rvzvh5mps7528qj5d9bai8axj/mp4/mp4/rvzvh5mps7528qj5d9bai8axj_mp4_1920_1080_4M_T1.mp4?e=1627028971&rs=15220&ri=16195&h=4d9799d66488df60193def3afdfabe5c,OBLT
447,210422,2,https://sports.daum.net/game/80045435/highlight/vod:418493650,https://vsu.play.daum.net/vod/rv4um24udpoaoje2jz7jdnirt/mp4/mp4/rv4um24udpoaoje2jz7jdnirt_mp4_1920_1080_4M_T1.mp4?px-time=1627028975&px-bps=15418915&px-bufahead=11&px-hash=1675115c5f2076c84363f1d5653cac8d,OBLT
448,210422,1,https://sports.daum.net/game/80045435/highlight/vod:418491908,https://vsl.play.daum.net/vod/rvz4qu48i25tocblt02fbsnfo/mp4/mp4/rvz4qu48i25tocblt02fbsnfo_mp4_1920_1080_4M_T1.mp4?e=1627028978&rs=15160&ri=16200&h=9fa093f36cf5b793c3cea6b2e54c9c9c,OBLT
449,210422,5,https://sports.daum.net/game/80045435/highlight/vod:418497640,https://vsl.play.daum.net/vod/rvhv5sg8gru71bz9c4wv3e310/mp4/mp4/rvhv5sg8gru71bz9c4wv3e310_mp4_1920_1080_4M_T1.mp4?e=1627028981&rs=15170&ri=272&h=359209fb683e4c1fd1df98e3d1bd1e5c,SKSS
450,210422,4,https://sports.daum.net/game/80045435/highlight/vod:418497313,https://vsu.play.daum.net/vod/rvcvzc92hm0ihouxhsvufwcvn/mp4/mp4/rvcvzc92hm0ihouxhsvufwcvn_mp4_1920_1080_4M_T1.mp4?px-time=1627028984&px-bps=15538034&px-bufahead=11&px-hash=074ae01b2f84b87da409d4d157f9677d,SKSS
451,210422,3,https://sports.daum.net/game/80045435/highlight/vod:418495363,https://vsl.play.daum.net/vod/rv8fq0qoj7b6xesmpzuj7xpou/mp4/mp4/rv8fq0qoj7b6xesmpzuj7xpou_mp4_1920_1080_4M_T1.mp4?e=1627028988&rs=15233&ri=16195&h=2dccf411cc07615c23916b81bee8a8bf,SKSS
452,210422,2,https://sports.daum.net/game/80045435/highlight/vod:418493782,https://vsl.play.daum.net/vod/rve7grbja13boixsz6nalcbg4/mp4/mp4/rve7grbja13boixsz6nalcbg4_mp4_1920_1080_4M_T1.mp4?e=1627028991&rs=15077&ri=16200&h=c4b8e8e0db42792a4feb522798e7c17b,SKSS
453,210422,1,https://sports.daum.net/game/80045435/highlight/vod:418492132,https://vsl.play.daum.net/vod/rvmgf9zk8s6u9xv5ou0hpfcm5/mp4/mp4/rvmgf9zk8s6u9xv5ou0hpfcm5_mp4_1920_1080_4M_T1.mp4?e=1627028994&rs=15169&ri=16195&h=ed947127b72f7e92dad5186200c1be13,SKSS
454,210422,4,https://sports.daum.net/game/80045435/highlight/vod:418496497,https://vsu.play.daum.net/vod/rvm6ez3xhsw8ukj2s3jqurdgi/mp4/mp4/rvm6ez3xhsw8ukj2s3jqurdgi_mp4_1920_1080_4M_T1.mp4?px-time=1627028997&px-bps=15624836&px-bufahead=10&px-hash=e2eaed4772883f1e4ceac804eb258c61,WOHH
455,210422,3,https://sports.daum.net/game/80045435/highlight/vod:418495348,https://vsu.play.daum.net/vod/rv64q58hspgx894d5wx6nf60r/mp4/mp4/rv64q58hspgx894d5wx6nf60r_mp4_1920_1080_4M_T1.mp4?px-time=1627029001&px-bps=15492771&px-bufahead=11&px-hash=4c6ca9cc3114176bb0e5a8734831cd3e,WOHH
456,210422,2,https://sports.daum.net/game/80045435/highlight/vod:418493785,https://vsu.play.daum.net/vod/rv7j11bo99qsctc8pdb2rg0o4/mp4/mp4/rv7j11bo99qsctc8pdb2rg0o4_mp4_1920_1080_4M_T1.mp4?px-time=1627029004&px-bps=15555505&px-bufahead=11&px-hash=966b66a6a8a97d32db7b44967b00c8b4,WOHH
457,210422,1,https://sports.daum.net/game/80045435/highlight/vod:418492181,https://vsu.play.daum.net/vod/rvf7w4ainqb5xj2kbvr7wfc80/mp4/mp4/rvf7w4ainqb5xj2kbvr7wfc80_mp4_1920_1080_4M_T1.mp4?px-time=1627029007&px-bps=15458496&px-bufahead=11&px-hash=e5afd2cd7ef12a02b207cd2ce7a31083,WOHH
458,210423,4,https://sports.daum.net/game/80045435/highlight/vod:418524628,https://vsu.play.daum.net/vod/rvehaqb2p9jjt2xlr04x44xly/mp4/mp4/rvehaqb2p9jjt2xlr04x44xly_mp4_1920_1080_4M_T1.mp4?px-time=1627029010&px-bps=15712812&px-bufahead=10&px-hash=819bfb59c2ac6e02d0f37b1e2ee2496b,LGHH
459,210423,3,https://sports.daum.net/game/80045435/highlight/vod:418523939,https://vsl.play.daum.net/vod/rvxc011atpz8gd768cjjh6xxs/mp4/mp4/rvxc011atpz8gd768cjjh6xxs_mp4_1920_1080_4M_T1.mp4?e=1627029014&rs=15128&ri=16200&h=f5eab9d41ce5d4bf6c84cb2420327c0d,LGHH
460,210423,2,https://sports.daum.net/game/80045435/highlight/vod:418522301,https://vsl.play.daum.net/vod/rv2vqohhpw9picgnud9s9s9le/mp4/mp4/rv2vqohhpw9picgnud9s9s9le_mp4_1920_1080_4M_T1.mp4?e=1627029018&rs=15117&ri=16195&h=6753ee87784028d9592c6f8e7a5c2f05,LGHH
461,210423,1,https://sports.daum.net/game/80045435/highlight/vod:418520130,https://vsu.play.daum.net/vod/rv1d7vtuft6qeb2tlsjv6c0lh/mp4/mp4/rv1d7vtuft6qeb2tlsjv6c0lh_mp4_1920_1080_4M_T1.mp4?px-time=1627029021&px-bps=15511551&px-bufahead=11&px-hash=abb456dccb0dc1874778c8bac090de56,LGHH
462,210423,4,https://sports.daum.net/game/80045435/highlight/vod:418524793,https://vsu.play.daum.net/vod/rvgj2fu84t6b04f9mupcyognf/mp4/mp4/rvgj2fu84t6b04f9mupcyognf_mp4_1920_1080_4M_T1.mp4?px-time=1627029025&px-bps=15705627&px-bufahead=10&px-hash=75a1411edcf36ede5117bdd6cf02e8d3,LTKT
463,210423,3,https://sports.daum.net/game/80045435/highlight/vod:418524399,https://vsl.play.daum.net/vod/rvabn2q0dv1dxcn2bymfm74jv/mp4/mp4/rvabn2q0dv1dxcn2bymfm74jv_mp4_1920_1080_4M_T1.mp4?e=1627029028&rs=15088&ri=16195&h=cf531fb3b7ace68f2c572282595e5004,LTKT
464,210423,2,https://sports.daum.net/game/80045435/highlight/vod:418522664,https://vsl.play.daum.net/vod/rv5lsd17qu4snilg9rwwq3toz/mp4/mp4/rv5lsd17qu4snilg9rwwq3toz_mp4_1920_1080_4M_T1.mp4?e=1627029031&rs=15173&ri=16200&h=42df760058f32f72b14b8f492db09b0f,LTKT
465,210423,1,https://sports.daum.net/game/80045435/highlight/vod:418519935,https://vsl.play.daum.net/vod/rvjkppl4u8uca6oxr48ambldr/mp4/mp4/rvjkppl4u8uca6oxr48ambldr_mp4_1920_1080_4M_T1.mp4?e=1627029035&rs=15158&ri=16195&h=ccb23a1d3fdd5e0b459c76ef13e273da,LTKT
466,210423,4,https://sports.daum.net/game/80045435/highlight/vod:418524463,https://vsl.play.daum.net/vod/rv4m9wineyf5auslibyp2sja5/mp4/mp4/rv4m9wineyf5auslibyp2sja5_mp4_1920_1080_4M_T1.mp4?e=1627029038&rs=15200&ri=2987&h=a01f54374339d8d1373895c730ff64e6,NCOB
467,210423,3,https://sports.daum.net/game/80045435/highlight/vod:418524018,https://vsl.play.daum.net/vod/rv7yk2w0vxbjntslt4f9lunmb/mp4/mp4/rv7yk2w0vxbjntslt4f9lunmb_mp4_1920_1080_4M_T1.mp4?e=1627029041&rs=15183&ri=16195&h=a02cdfe18987dc860fd41bc4669ecf5c,NCOB
468,210423,2,https://sports.daum.net/game/80045435/highlight/vod:418522313,https://vsu.play.daum.net/vod/rvdpvk3dneopzj2nq3u8e1kq3/mp4/mp4/rvdpvk3dneopzj2nq3u8e1kq3_mp4_1920_1080_4M_T1.mp4?px-time=1627029044&px-bps=15515801&px-bufahead=11&px-hash=f3a090b49651895df69774ba522c8e58,NCOB
469,210423,1,https://sports.daum.net/game/80045435/highlight/vod:418520155,https://vsu.play.daum.net/vod/rv6dsf8zqjgbcixvzakmfo7v9/mp4/mp4/rv6dsf8zqjgbcixvzakmfo7v9_mp4_1920_1080_4M_T1.mp4?px-time=1627029048&px-bps=15512424&px-bufahead=11&px-hash=019ec11d0b25ab5caed8aa50faa44a46,NCOB
471,210423,4,https://sports.daum.net/game/80045435/highlight/vod:418524814,https://vsu.play.daum.net/vod/rvw6xmjzasaxm58hsu8ilkuuu/mp4/mp4/rvw6xmjzasaxm58hsu8ilkuuu_mp4_1920_1080_4M_T1.mp4?px-time=1627029054&px-bps=15534805&px-bufahead=10&px-hash=8ebe7ff4de227e9eb8fcf35d7de07151,SKWO
472,210423,3,https://sports.daum.net/game/80045435/highlight/vod:418524012,https://vsl.play.daum.net/vod/rv6n7nv0imyncx5yl4wojj0bc/mp4/mp4/rv6n7nv0imyncx5yl4wojj0bc_mp4_1920_1080_4M_T1.mp4?e=1627029058&rs=15143&ri=16195&h=994ee81f121bbe150cafe4214c8eaaec,SKWO
473,210423,2,https://sports.daum.net/game/80045435/highlight/vod:418522309,https://vsl.play.daum.net/vod/rvnqm3d0yag183nkpk7ofjdsj/mp4/mp4/rvnqm3d0yag183nkpk7ofjdsj_mp4_1920_1080_4M_T1.mp4?e=1627029061&rs=15150&ri=16195&h=fdc86cef5b226e06978d3bf1aba785c8,SKWO
474,210424,5,https://sports.daum.net/game/80045435/highlight/vod:418542404,https://vsu.play.daum.net/vod/rvwv6p5d0qvz5smobvkhn689f/mp4/mp4/rvwv6p5d0qvz5smobvkhn689f_mp4_1920_1080_4M_T1.mp4?px-time=1627029064&px-bps=15668374&px-bufahead=10&px-hash=96c37f22be3d762d327e1524d9875a5c,LGHH
475,210424,4,https://sports.daum.net/game/80045435/highlight/vod:418542194,https://vsu.play.daum.net/vod/rvomh93s72s209ob3otv52vfz/mp4/mp4/rvomh93s72s209ob3otv52vfz_mp4_1920_1080_4M_T1.mp4?px-time=1627029067&px-bps=15517078&px-bufahead=11&px-hash=b651c1938ca8ce783495252d1455356e,LGHH
476,210424,3,https://sports.daum.net/game/80045435/highlight/vod:418541446,https://vsl.play.daum.net/vod/rv0cg79xsvlxj46mjin9wymf8/mp4/mp4/rv0cg79xsvlxj46mjin9wymf8_mp4_1920_1080_4M_T1.mp4?e=1627029071&rs=15236&ri=16195&h=2d1f1559cfe54e461846cb28f07d7027,LGHH
477,210424,2,https://sports.daum.net/game/80045435/highlight/vod:418539588,https://vsu.play.daum.net/vod/rvvtw2aflh024098qnckvfmoe/mp4/mp4/rvvtw2aflh024098qnckvfmoe_mp4_1920_1080_4M_T1.mp4?px-time=1627029074&px-bps=15432336&px-bufahead=11&px-hash=541c58fecf0b67a987964e62871f0f72,LGHH
478,210424,1,https://sports.daum.net/game/80045435/highlight/vod:418538457,https://vsu.play.daum.net/vod/rvtjv6w9h5qbqf4izzzioyod1/mp4/mp4/rvtjv6w9h5qbqf4izzzioyod1_mp4_1920_1080_4M_T1.mp4?px-time=1627029077&px-bps=15519855&px-bufahead=11&px-hash=e847837e9e81bfae4f5ccd1ba2e1feb1,LGHH
479,210424,4,https://sports.daum.net/game/80045435/highlight/vod:418542011,https://vsl.play.daum.net/vod/rvuufmrrdgpvxcbpsw985nrb4/mp4/mp4/rvuufmrrdgpvxcbpsw985nrb4_mp4_1920_1080_4M_T1.mp4?e=1627029080&rs=15146&ri=14422&h=ba269fcdf3f0ce40a1bde02dd156478f,SKWO
480,210424,3,https://sports.daum.net/game/80045435/highlight/vod:418540871,https://vsu.play.daum.net/vod/rvzpt0bcpppux8oekfs5qtme1/mp4/mp4/rvzpt0bcpppux8oekfs5qtme1_mp4_1920_1080_4M_T1.mp4?px-time=1627029084&px-bps=15528670&px-bufahead=11&px-hash=4b47a4f29e4b4b12f3cc3c605ee359e2,SKWO
481,210424,2,https://sports.daum.net/game/80045435/highlight/vod:418539541,https://vsl.play.daum.net/vod/rv4c6dti2kavkgca1s8bzplxi/mp4/mp4/rv4c6dti2kavkgca1s8bzplxi_mp4_1920_1080_4M_T1.mp4?e=1627029087&rs=15159&ri=16200&h=94e3becf491cdd46a4c0e84e49d46a21,SKWO
482,210424,1,https://sports.daum.net/game/80045435/highlight/vod:418538406,https://vsu.play.daum.net/vod/rvd85dwbw5kjhxify69fvgtwv/mp4/mp4/rvd85dwbw5kjhxify69fvgtwv_mp4_1920_1080_4M_T1.mp4?px-time=1627029090&px-bps=15520509&px-bufahead=11&px-hash=780f32afe6c48470def460c0e8c539d3,SKWO
483,210424,4,https://sports.daum.net/game/80045435/highlight/vod:418544705,https://vsl.play.daum.net/vod/rvc7tmyamwfjj7e38wszj9jmi/mp4/mp4/rvc7tmyamwfjj7e38wszj9jmi_mp4_1920_1080_4M_T1.mp4?e=1627029094&rs=15161&ri=2590&h=8ee3e0df460b8a0d8ade335796f633e9,LTKT
484,210424,3,https://sports.daum.net/game/80045435/highlight/vod:418544272,https://vsl.play.daum.net/vod/rvp3gs0dm8jomiyc9rdhh3qrr/mp4/mp4/rvp3gs0dm8jomiyc9rdhh3qrr_mp4_1920_1080_4M_T1.mp4?e=1627029097&rs=15164&ri=16195&h=b3416179c6111d55a0526f5ad6d92c58,LTKT
485,210424,2,https://sports.daum.net/game/80045435/highlight/vod:418543180,https://vsl.play.daum.net/vod/rvcuj97jei27kooj49egkvmh6/mp4/mp4/rvcuj97jei27kooj49egkvmh6_mp4_1920_1080_4M_T1.mp4?e=1627029100&rs=15163&ri=16245&h=ed7639f9cc6eb2aaf55eb5892ea28a6c,LTKT
486,210424,1,https://sports.daum.net/game/80045435/highlight/vod:418542119,https://vsl.play.daum.net/vod/rvymvi9u1kifhein4g3t8z5i6/mp4/mp4/rvymvi9u1kifhein4g3t8z5i6_mp4_1920_1080_4M_T1.mp4?e=1627029103&rs=15142&ri=16245&h=eedcfde66cede26233de6d9b75bd33c2,LTKT
487,210424,4,https://sports.daum.net/game/80045435/highlight/vod:418545446,https://vsl.play.daum.net/vod/rv4gmm0j7oy56fj2g4e0xprri/mp4/mp4/rv4gmm0j7oy56fj2g4e0xprri_mp4_1920_1080_4M_T1.mp4?e=1627029107&rs=15148&ri=11484&h=fbb834770d2cd0f1b19429282ba50b68,NCOB
488,210424,3,https://sports.daum.net/game/80045435/highlight/vod:418544909,https://vsu.play.daum.net/vod/rvm0a3raeo3t799lyzub7ot2q/mp4/mp4/rvm0a3raeo3t799lyzub7ot2q_mp4_1920_1080_4M_T1.mp4?px-time=1627029110&px-bps=15561397&px-bufahead=11&px-hash=1c6da3fc4970e9e0bd04f79a896af658,NCOB
489,210424,2,https://sports.daum.net/game/80045435/highlight/vod:418543239,https://vsu.play.daum.net/vod/rvx8nld4kcophaeb58c9vle7r/mp4/mp4/rvx8nld4kcophaeb58c9vle7r_mp4_1920_1080_4M_T1.mp4?px-time=1627029113&px-bps=15549201&px-bufahead=11&px-hash=d5c9aa21b3cb3b875f44b518dc7c11cb,NCOB
490,210424,1,https://sports.daum.net/game/80045435/highlight/vod:418542189,https://vsl.play.daum.net/vod/rvc506offkccq5ge5fjs9ohia/mp4/mp4/rvc506offkccq5ge5fjs9ohia_mp4_1920_1080_4M_T1.mp4?e=1627029116&rs=15113&ri=16200&h=60819e0e80da66480bc70e45d546384f,NCOB
491,210424,4,https://sports.daum.net/game/80045435/highlight/vod:418545420,https://vsl.play.daum.net/vod/rvi3ss13vxwxiwhn9wcf0dqk1/mp4/mp4/rvi3ss13vxwxiwhn9wcf0dqk1_mp4_1920_1080_4M_T1.mp4?e=1627029121&rs=15114&ri=11479&h=594f833b2dde2a4c8b6bdb2af819e7ca,SSHT
492,210424,3,https://sports.daum.net/game/80045435/highlight/vod:418544401,https://vsl.play.daum.net/vod/rvucux9s2ijges7mdgrmxp3ez/mp4/mp4/rvucux9s2ijges7mdgrmxp3ez_mp4_1920_1080_4M_T1.mp4?e=1627029124&rs=15219&ri=16200&h=7d4784cd91135d382d7d65cb87368432,SSHT
493,210424,2,https://sports.daum.net/game/80045435/highlight/vod:418543233,https://vsu.play.daum.net/vod/rv00izlk4v8rjuq0l3sk4l6ap/mp4/mp4/rv00izlk4v8rjuq0l3sk4l6ap_mp4_1920_1080_4M_T1.mp4?px-time=1627029127&px-bps=15461946&px-bufahead=11&px-hash=4b9c6dc535f537f8163f858a35530ee2,SSHT
494,210424,1,https://sports.daum.net/game/80045435/highlight/vod:418542178,https://vsu.play.daum.net/vod/rvx0st2y2exj6v46sgkg6l11h/mp4/mp4/rvx0st2y2exj6v46sgkg6l11h_mp4_1920_1080_4M_T1.mp4?px-time=1627029131&px-bps=15519142&px-bufahead=11&px-hash=da15e3a4c4ad25f4f3eae9004de45c56,SSHT
495,210425,3,https://sports.daum.net/game/80045435/highlight/vod:418564020,https://vsl.play.daum.net/vod/rvqwktg46hmrv98xslkzyq491/mp4/mp4/rvqwktg46hmrv98xslkzyq491_mp4_1920_1080_4M_T1.mp4?e=1627029134&rs=15232&ri=13167&h=cb4f56ae572b0e61ae94d75a22d879e8,LGHH
496,210425,2,https://sports.daum.net/game/80045435/highlight/vod:418562345,https://vsu.play.daum.net/vod/rvfws283rre6seik1shcgmykl/mp4/mp4/rvfws283rre6seik1shcgmykl_mp4_1920_1080_4M_T1.mp4?px-time=1627029137&px-bps=15447356&px-bufahead=11&px-hash=87f549561d92d1eedd3228d401374ce4,LGHH
497,210425,1,https://sports.daum.net/game/80045435/highlight/vod:418561036,https://vsl.play.daum.net/vod/rvxy98wj50bngeh2hvy9swhi8/mp4/mp4/rvxy98wj50bngeh2hvy9swhi8_mp4_1920_1080_4M_T1.mp4?e=1627029141&rs=15121&ri=16195&h=d178d58930ed888044ae9cb714d1b225,LGHH
